dbn,school_name,school_type,enrollment,rigor_instruction_rating,collab_teachers_rating,support_environ_rating,effective_lead_rating,fam_comm_ties_rating,trust_rating,student_achieve_rating,pct_pos_rigor_instruction,pct_pos_collab_teachers,pct_pos_supportive_environ,pct_pos_effective_lead,pct_pos_fam_comm_ties,pct_pos_trust,qr_challenge_curriculum,qr_effective_teaching_learning,qr_assess_student_learning,qr_high_expectations,qr_teacher_collab,qr_dates_of_review,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,yrs_principal_exp,pct_teachers_>=3_yrs_exp,student_attendance_rate,pct_chronic_absent,teacher_attendance_rate,sqr_rating,borough
03M166,P.S. 166 The Richard Rodgers School of The Arts an,Elementary,638,1.0,0.75,0.75,0.75,1.0,0.5,1.0,0.88,0.73,0.86,0.66,0.96,0.73,0.5,1.0,1.0,1.0,1,November 2017,0.024,0.089,0.003,0.15,0.019,0.11,0.124,0.042,0.168,0.572,6.9,0.868,0.961,0.065,0.966,5.0,manhattan
03M180,P.S. 180 Hugo Newman,K-8,430,0.5,0.75,0.5,0.75,0.75,0.5,0.25,0.68,0.77,0.6,0.76,0.94,0.77,1.0,0.0,1.0,1.0,1,January 2018,0.091,0.233,0.03,0.728,0.165,0.64,0.03,0.53,0.293,0.086,1.9,0.605,0.906,0.308,0.966,4.0,manhattan
03M191,The Riverside School for Makers and Artists,K-8,475,0.75,0.75,0.5,0.75,1.0,0.75,0.75,0.75,0.75,0.69,0.72,0.96,0.85,1.0,1.0,1.0,1.0,1,January 2017,0.082,0.278,0.101,0.753,0.219,0.669,0.057,0.345,0.488,0.086,5,0.698,0.903,0.375,0.966,6.0,manhattan
03M199,P.S. 199 Jessie Isador Straus,Elementary,822,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.93,0.93,0.96,0.87,0.97,0.88,0.5,0.5,0.5,0.5,0.5,March-19,0.027,0.187,0.018,0.127,0.013,0.074,0.161,0.045,0.094,0.625,4.9,0.849,0.959,0.071,0.951,6.0,manhattan
03M241,STEM Institute of Manhattan,Elementary,133,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.59,0.51,0.59,0.65,0.89,0.66,0.0,0.0,0.0,0.0,0,May-19,0.15,0.353,0.083,0.882,0.226,0.827,0.038,0.504,0.361,0.09,4.8,0.611,0.92,0.299,0.969,3.0,manhattan
03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,121,0.75,0.75,0.5,0.75,0.75,0.75,0.25,0.75,0.79,0.69,0.82,0.94,0.9,1.0,1.0,1.0,1.0,1,May 2017,0.083,0.38,0.058,0.842,0.298,0.769,0,0.603,0.347,0.008,11.5,0.842,0.905,0.388,0.961,5.0,manhattan
03M243,M.S. 243 Center School,Middle,241,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.94,0.95,0.9,0.95,0.94,0.95,1.0,1.0,1.0,0.5,1,January 2018,0,0.187,0,0.208,0.017,0.112,0.062,0.137,0.191,0.548,17.2,0.929,0.971,0.012,1,7.0,manhattan
03M245,M.S. M245 The Computer School,Middle,403,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.91,0.91,0.82,0.93,0.93,0.92,0.5,0.5,0.5,0.5,0.5,January-19,0.017,0.216,0.015,0.335,0.042,0.243,0.077,0.127,0.29,0.444,13.9,0.963,0.961,0.059,0.98,6.0,manhattan
03M247,M.S. M247 Dual Language Middle School,Middle,220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,0.84,0.83,0.9,0.98,0.92,0.5,1.0,0.5,0.5,0.5,11-May-15,0.25,0.264,0.005,0.856,0.159,0.805,0.009,0.014,0.955,0.023,1.9,0.636,0.953,0.142,0.962,7.0,manhattan
03M250,M.S. 250 West Side Collaborative Middle School,Middle,162,0.5,0.75,0.75,0.75,1.0,1.0,0.5,0.82,0.97,0.76,0.97,0.95,0.95,0.0,0.0,1.0,1.0,1,March-19,0.068,0.296,0.006,0.749,0.154,0.642,0.006,0.37,0.5,0.08,5.4,0.889,0.911,0.267,0.971,7.0,manhattan
03M256,Lafayette Academy,Middle,153,0.75,0.75,0.75,1.0,1.0,1.0,1.0,0.85,0.92,0.82,0.99,0.95,0.96,1.0,1.0,1.0,1.0,1,January 2017,0.124,0.203,0,0.746,0.203,0.608,0.007,0.477,0.359,0.124,5.1,0.765,0.924,0.25,0.977,7.0,manhattan
03M258,Community Action School - MS 258,Middle,239,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.86,0.95,0.73,0.96,0.95,0.92,0.5,1.0,1.0,0.5,0.5,February-19,0.046,0.255,0.042,0.806,0.172,0.695,0.025,0.351,0.536,0.079,2,0.833,0.927,0.233,0.968,6.0,manhattan
03M291,West End Secondary School,Middle,314,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.87,0.88,0.78,0.95,0.96,0.92,0.5,0.5,0.5,0.5,1,31-May-16,0.006,0.223,0,0.201,0.041,0.108,0.08,0.045,0.201,0.64,4.1,0.516,0.96,0.063,0.972,7.0,manhattan
03M333,P.S. 333 Manhattan School for Children,K-8,757,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.73,0.67,0.67,0.61,0.94,0.76,1.0,0.5,0.5,0.5,0.5,December 2017,0.021,0.215,0.004,0.283,0.028,0.149,0.065,0.128,0.16,0.583,5.5,0.854,0.94,0.14,0.962,4.0,manhattan
03M334,The Anderson School,K-8,522,1.0,0.75,1.0,0.5,1.0,0.75,1.0,0.85,0.78,0.79,0.77,0.96,0.88,0.5,0.5,0.5,0.5,0.5,"April 30, 2015",0.002,0.084,0,0.143,0.002,0.071,0.291,0.025,0.09,0.479,9.9,0.786,0.973,0.017,0.961,6.0,manhattan
03M415,Wadleigh Secondary School for the Performing & Vis,Middle,86,0.5,0.75,0.5,0.75,1.0,0.75,0.75,0.79,0.81,0.71,0.86,0.98,0.86,0.0,0.0,0.0,0.0,0,May 2018,0.047,0.267,0.012,0.913,0.337,0.86,0.012,0.488,0.442,0.023,1,0.813,0.892,0.402,0.983,6.0,manhattan
03M421,West Prep Academy,Middle,204,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.78,0.84,0.71,0.93,0.91,0.9,1.0,1.0,1.0,0.5,0.5,"January 16, 2015",0.098,0.333,0.054,0.858,0.235,0.779,0.005,0.52,0.441,0.025,5.2,0.632,0.91,0.304,0.962,5.0,manhattan
03M452,P.S. 452,Elementary,322,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.82,0.79,0.81,0.85,0.97,0.9,0.5,1.0,1.0,0.5,0.5,"November 25, 2014",0.053,0.205,0.009,0.312,0.053,0.242,0.106,0.14,0.158,0.568,9.1,0.724,0.944,0.119,0.971,6.0,manhattan
03M859,Special Music School,K-8,133,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.87,0.88,0.76,0.93,0.93,0.91,0.5,0.5,0.5,0.5,0.5,28-Oct-14,0,0.09,0,0.223,0.015,0.09,0.195,0.09,0.12,0.459,9.3,0.875,0.963,0.038,0.982,6.0,manhattan
03M860,Frederick Douglass Academy II Secondary School,Middle,72,0.5,0.5,0.75,0.5,0.75,0.75,1.0,0.67,0.64,0.63,0.62,0.9,0.82,1.0,0.0,1.0,0.5,1,December 2016,0.083,0.306,0.014,0.855,0.194,0.736,0.014,0.597,0.292,0.028,9,0.448,0.88,0.392,0.971,5.0,manhattan
03M862,Mott Hall II,Middle,428,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.78,0.86,0.69,0.96,0.94,0.9,0.5,1.0,0.5,0.5,0.5,21-Apr-16,0.037,0.241,0.03,0.62,0.154,0.479,0.028,0.255,0.498,0.164,6.5,0.692,0.953,0.112,0.975,6.0,manhattan
04M007,P.S. 007 Samuel Stern,K-8,378,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.68,0.68,0.6,0.69,0.87,0.79,1.0,1.0,0.5,1.0,1,31-Mar-16,0.098,0.288,0.103,0.939,0.27,0.876,0.037,0.302,0.611,0.026,0.9,0.634,0.875,0.462,0.975,3.0,manhattan
04M012,Tag Young Scholars,K-8,601,1.0,0.75,1.0,0.75,0.75,0.5,1.0,0.83,0.76,0.77,0.81,0.9,0.8,0.5,0.5,0.5,0.5,0.5,November-18,0.008,0.052,0,0.381,0.025,0.231,0.413,0.161,0.151,0.173,14.9,0.6,0.968,0.058,0.97,4.0,manhattan
04M037,River East Elementary,Elementary,228,1.0,1.0,0.75,1.0,1.0,1.0,0.25,0.83,0.95,0.82,0.97,0.95,0.97,1.0,0.5,0.5,0.5,0.5,17-Nov-15,0.057,0.303,0.026,0.87,0.211,0.763,0,0.412,0.522,0.035,3.1,0.818,0.903,0.377,0.981,7.0,manhattan
04M038,P.S. 38 Roberto Clemente,Elementary,202,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.78,0.79,0.75,0.77,0.93,0.87,1.0,1.0,1.0,1.0,0.5,February 2017,0.149,0.376,0.129,0.974,0.431,0.911,0.015,0.356,0.594,0.025,5.9,0.68,0.887,0.515,0.958,5.0,manhattan
04M057,James Weldon Johnson,K-8,762,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.57,0.57,0.55,0.46,0.9,0.73,1.0,1.0,1.0,1.0,1,February 2018,0.119,0.291,0.081,0.94,0.324,0.848,0.043,0.256,0.671,0.016,1.3,0.758,0.907,0.359,0.97,3.0,manhattan
04M072,The Lexington Academy,K-8,604,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.7,0.68,0.69,0.9,0.81,0.5,1.0,1.0,0.5,0.5,"April 1, 2015",0.111,0.272,0.088,0.913,0.303,0.834,0.028,0.161,0.781,0.022,9.5,0.667,0.893,0.398,0.969,5.0,manhattan
04M083,P.S. 083 Luis Munoz Rivera,Elementary,383,0.75,1.0,0.75,0.75,1.0,1.0,0.75,0.87,0.86,0.84,0.88,0.97,0.96,1.0,1.0,1.0,0.5,0.5,January-19,0.099,0.272,0.091,0.81,0.138,0.723,0.089,0.193,0.692,0.018,15.9,0.882,0.925,0.306,0.983,7.0,manhattan
04M096,P.S. 096 Joseph Lanzetta,K-8,367,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.77,0.76,0.72,0.78,0.91,0.86,1.0,1.0,1.0,1.0,0,December 2017,0.226,0.341,0.106,0.964,0.267,0.91,0.019,0.24,0.692,0.025,0.3,0.738,0.906,0.423,0.964,5.0,manhattan
04M102,P.S. 102 Jacques Cartier,Elementary,240,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.56,0.55,0.53,0.51,0.89,0.65,0.0,0.0,0.0,1.0,1,November 2016,0.113,0.304,0.117,0.837,0.213,0.746,0.1,0.313,0.475,0.058,1.9,0.688,0.908,0.409,0.976,2.0,manhattan
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,K-8,417,0.5,0.75,0.75,0.75,0.75,1.0,0.5,0.82,0.88,0.76,0.91,0.95,0.92,0.0,0.0,1.0,1.0,0,January 2017,0.077,0.345,0.094,0.942,0.225,0.892,0.034,0.336,0.59,0.026,1.9,0.814,0.889,0.427,0.964,6.0,manhattan
04M146,P.S. 146 Ann M. Short,Elementary,336,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.92,0.91,0.86,0.92,0.98,0.96,0.0,0.0,0.0,1.0,0,January 2017,0.199,0.458,0.182,0.957,0.339,0.926,0.048,0.229,0.696,0.024,10.9,0.711,0.907,0.398,0.967,7.0,manhattan
04M155,P.S. 155 William Paca,Elementary,217,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.69,0.69,0.72,0.69,0.9,0.77,1.0,1.0,1.0,1.0,1,February 2017,0.438,0.378,0.157,0.973,0.226,0.945,0.009,0.078,0.88,0.005,0.9,0.577,0.918,0.316,0.967,3.0,manhattan
04M171,P.S. 171 Patrick Henry,K-8,705,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.87,0.88,0.82,0.9,0.97,0.9,0.5,0.5,0.5,0.5,0.5,14-Jan-16,0.03,0.231,0.011,0.784,0.128,0.617,0.079,0.279,0.577,0.037,17.9,0.736,0.925,0.266,0.99,7.0,manhattan
04M182,The Bilingual Bicultural School,Elementary,285,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.9,0.94,0.95,0.93,0.95,0.94,1.0,0.0,1.0,1.0,1,December 2016,0.344,0.284,0.004,0.936,0.358,0.856,0.004,0.06,0.933,0.004,3.8,0.818,0.919,0.29,0.97,5.0,manhattan
04M206,P.S. 206 Jose Celso Barbosa,K-8,477,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.73,0.66,0.79,0.94,0.87,1.0,1.0,1.0,1.0,0.5,November 2016,0.149,0.442,0.059,0.874,0.174,0.788,0.019,0.245,0.673,0.042,7.8,0.545,0.919,0.302,0.955,5.0,manhattan
04M224,M.S. 224 Manhattan East School for Arts & Academic,Middle,185,0.5,0.75,0.75,0.75,0.75,0.75,1.0,0.83,0.85,0.72,0.91,0.89,0.87,0.0,0.0,1.0,1.0,1,May-19,0.054,0.286,0.114,0.723,0.135,0.589,0.108,0.297,0.454,0.103,4,1,0.942,0.182,0.973,5.0,manhattan
04M372,Esperanza Preparatory Academy,Middle,215,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.8,0.79,0.71,0.86,0.88,0.86,1.0,1.0,1.0,1.0,1,December 2017,0.307,0.34,0.042,0.908,0.223,0.814,0.047,0.121,0.805,0.019,3,0.582,0.923,0.242,0.97,5.0,manhattan
04M375,Mosaic Preparatory Academy,Elementary,271,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.69,0.7,0.64,0.66,0.93,0.76,0.5,1.0,1.0,0.5,1,January 2018,0.107,0.387,0.092,0.953,0.369,0.911,0.018,0.387,0.539,0.011,11.1,0.71,0.864,0.606,0.966,4.0,manhattan
04M377,Renaissance School of the Arts,Middle,168,0.75,1.0,0.75,0.75,0.75,0.75,1.0,0.85,0.86,0.71,0.96,0.94,0.9,1.0,1.0,1.0,1.0,0.5,May 2017,0.071,0.28,0.06,0.947,0.28,0.887,0.012,0.399,0.554,0.012,4.9,0.824,0.918,0.273,0.957,5.0,manhattan
04M497,Central Park East I,Elementary,156,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.81,0.68,0.87,0.82,0.97,0.85,0.0,0.0,0.0,0.0,0,February 2018,0.058,0.276,0,0.514,0.09,0.288,0.103,0.135,0.391,0.288,2.2,0.412,0.93,0.209,0.973,5.0,manhattan
04M610,Young Women's Leadership School,Middle,166,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.87,0.93,0.78,0.95,0.89,0.94,0.5,0.5,1.0,0.5,0.5,"April 29, 2015",0.036,0.187,0,0.816,0.169,0.693,0.072,0.289,0.59,0.024,0.9,0.806,0.955,0.12,0.95,6.0,manhattan
04M825,Isaac Newton Middle School for Math & Science,Middle,240,0.5,0.5,0.75,0.75,0.75,0.75,1.0,0.75,0.78,0.66,0.8,0.92,0.88,1.0,0.0,0.0,1.0,0,February 2017,0.129,0.288,0.008,0.894,0.204,0.804,0.054,0.217,0.704,0.017,3,0.778,0.926,0.249,0.975,5.0,manhattan
04M964,Central Park East II,K-8,452,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.84,0.84,0.68,0.86,0.94,0.88,0.5,1.0,1.0,0.5,1,January-19,0.033,0.283,0.02,0.661,0.111,0.502,0.053,0.319,0.409,0.148,14.9,0.732,0.923,0.267,0.98,5.0,manhattan
05M030,P.S. 030 Hernandez/Hughes,Elementary,223,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.92,0.93,0.86,0.91,0.96,0.94,0.0,1.0,1.0,1.0,1,November 2017,0.099,0.265,0.121,0.949,0.269,0.906,0.018,0.408,0.529,0.031,0.3,0.718,0.9,0.424,0.961,6.0,manhattan
05M036,P.S. 036 Margaret Douglas,Elementary,286,0.75,0.5,0.5,0.5,1.0,0.5,0.5,0.67,0.75,0.73,0.58,0.96,0.8,1.0,1.0,1.0,1.0,1,March 2017,0.105,0.409,0.259,0.905,0.203,0.846,0.014,0.402,0.573,0.01,7.1,0.9,0.906,0.403,0.959,5.0,manhattan
05M046,P.S. 046 Arthur Tappan,K-8,579,0.5,0.75,0.75,0.5,1.0,0.75,0.5,0.82,0.79,0.84,0.82,0.96,0.86,1.0,0.0,0.0,1.0,0,November 2016,0.102,0.351,0.15,0.954,0.269,0.884,0.01,0.477,0.492,0.01,4,0.714,0.886,0.448,0.965,6.0,manhattan
05M092,P.S. 092 Mary McLeod Bethune,Elementary,241,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.82,0.88,0.81,0.84,0.93,0.88,1.0,1.0,1.0,0.5,1,November-18,0.075,0.415,0.183,0.955,0.398,0.884,0.008,0.631,0.34,0.012,16.5,0.833,0.894,0.451,0.964,5.0,manhattan
05M123,P.S. 123 Mahalia Jackson,K-8,422,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.71,0.73,0.62,0.74,0.95,0.85,1.0,0.0,1.0,1.0,1,May 2018,0.182,0.277,0.097,0.944,0.355,0.884,0.021,0.493,0.417,0.038,6.3,0.583,0.907,0.358,0.97,5.0,manhattan
05M125,P.S. 125 Ralph Bunche,Elementary,250,0.75,0.75,0.75,0.75,1.0,0.75,1.0,0.82,0.84,0.86,0.86,0.97,0.91,1.0,1.0,0.0,0.5,1,January-19,0.024,0.212,0.124,0.697,0.096,0.56,0.036,0.404,0.368,0.148,7.9,0.55,0.904,0.346,0.963,6.0,manhattan
05M129,P.S. 129 John H. Finley,K-8,345,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.78,0.78,0.69,0.77,0.93,0.84,0.0,0.0,0.0,0.0,0,January 2017,0.084,0.319,0.162,0.922,0.255,0.852,0.02,0.49,0.441,0.017,19.9,0.756,0.892,0.43,0.973,5.0,manhattan
05M133,P.S. 133 Fred R Moore,Elementary,198,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.7,0.81,0.68,0.82,0.88,0.89,0.0,1.0,1.0,1.0,1,January 2017,0.111,0.475,0.338,0.934,0.278,0.879,0.04,0.429,0.465,0.035,0.9,0.6,0.895,0.414,0.978,4.0,manhattan
05M154,P.S. 154 Harriet Tubman,Elementary,237,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.82,0.84,0.81,0.87,0.92,0.86,1.0,1.0,1.0,1.0,0,January 2017,0.198,0.321,0.148,0.956,0.321,0.895,0.072,0.532,0.333,0.046,22.9,0.7,0.916,0.311,0.975,5.0,manhattan
05M161,P.S. 161 Pedro Albizu Campos,K-8,806,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.79,0.79,0.72,0.81,0.91,0.85,0.0,0.0,1.0,0.5,1,January 2017,0.242,0.268,0.115,0.931,0.3,0.856,0.017,0.203,0.746,0.025,0.9,0.845,0.897,0.408,0.973,5.0,manhattan
05M175,P.S. 175 Henry H Garnet,Elementary,301,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.84,0.8,0.87,0.75,0.95,0.85,1.0,0.0,1.0,1.0,1,November 2016,0.14,0.243,0.086,0.916,0.292,0.864,0.047,0.561,0.342,0.03,5.8,0.778,0.905,0.409,0.955,5.0,manhattan
05M194,P.S. 194 Countee Cullen,Elementary,183,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.72,0.64,0.54,0.74,0.93,0.78,1.0,1.0,1.0,1.0,1,May 2018,0.164,0.317,0.087,0.958,0.377,0.923,0.011,0.568,0.35,0.033,0.9,0.708,0.916,0.321,0.941,4.0,manhattan
05M197,P.S. 197 John B. Russwurm,Elementary,259,0.75,0.75,0.75,0.75,1.0,1.0,0.5,0.88,0.91,0.85,0.95,0.99,0.99,0.0,1.0,1.0,0.5,1,December 2016,0.073,0.34,0.116,0.947,0.363,0.876,0.008,0.595,0.375,0.019,8,0.871,0.886,0.475,0.951,7.0,manhattan
05M200,P.S. 200- The James McCune Smith School,Elementary,320,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.87,0.89,0.82,0.86,0.91,0.91,1.0,0.0,0.0,1.0,0,January 2017,0.109,0.328,0.178,0.935,0.275,0.9,0.003,0.65,0.303,0.016,15,0.951,0.876,0.513,0.958,5.0,manhattan
05M286,Urban Assembly Academy for Future Leaders,Middle,125,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.77,0.74,0.67,0.83,0.92,0.84,1.0,0.0,0.0,0.5,1,"March 31, 2015",0.088,0.432,0.192,0.924,0.288,0.832,0.024,0.544,0.376,0.032,2,1,0.861,0.537,0.959,5.0,manhattan
05M318,Thurgood Marshall Academy Lower School,Elementary,210,0.75,1.0,1.0,0.75,1.0,1.0,0.5,0.94,0.96,0.9,0.92,0.97,0.95,1.0,1.0,1.0,0.5,1,April-19,0.01,0.224,0.014,0.828,0.181,0.719,0.019,0.795,0.171,0,8.1,0.625,0.907,0.322,0.986,7.0,manhattan
05M362,Columbia Secondary School,Middle,297,1.0,1.0,0.75,1.0,0.75,0.75,1.0,0.85,0.8,0.76,0.86,0.9,0.9,0.5,0.5,0.5,0.5,0.5,December-18,0.007,0.212,0.034,0.557,0.104,0.387,0.071,0.239,0.38,0.253,7.9,0.796,0.963,0.07,0.973,5.0,manhattan
05M499,Frederick Douglass Academy,Middle,276,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.7,0.7,0.58,0.71,0.82,0.81,0.0,0.0,0.0,0.0,0,February 2018,0.087,0.272,0.105,0.888,0.203,0.815,0,0.659,0.297,0.022,2,0.952,0.919,0.286,0.964,2.0,manhattan
05M514,New Design Middle School,Middle,142,0.5,0.5,0.5,0.5,1.0,0.5,0.25,0.71,0.57,0.64,0.69,0.97,0.81,0.0,0.0,1.0,1.0,1,"February 5, 2015",0.106,0.437,0.204,0.932,0.275,0.873,0.007,0.62,0.338,0.028,1.4,0.563,0.848,0.587,0.958,5.0,manhattan
05M517,Teachers College Community School,K-8,293,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.78,0.82,0.8,0.82,0.95,0.89,1.0,1.0,1.0,0.5,1,March-19,0.017,0.198,0.007,0.624,0.089,0.478,0.027,0.379,0.413,0.123,4.1,0.52,0.943,0.175,0.976,6.0,manhattan
05M670,Thurgood Marshall Academy for Learning and Social,Middle,174,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.74,0.76,0.64,0.86,0.87,0.89,1.0,0.0,1.0,0.5,0.5,November 2017,0.052,0.287,0.034,0.832,0.195,0.718,0.023,0.73,0.207,0.023,1.2,0.902,0.942,0.126,0.952,5.0,manhattan
06M004,P.S. 004 Duke Ellington,Elementary,462,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.78,0.8,0.81,0.81,0.96,0.88,1.0,0.0,1.0,1.0,1,March 2018,0.31,0.286,0.089,0.913,0.214,0.853,0.017,0.074,0.9,0,3.6,0.705,0.921,0.277,0.968,6.0,manhattan
06M005,P.S. 005 Ellen Lurie,Elementary,516,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.87,0.9,0.85,0.89,0.96,0.94,1.0,1.0,0.0,1.0,1,May 2018,0.438,0.256,0.081,0.895,0.14,0.82,0.004,0.06,0.924,0.004,1.9,0.846,0.925,0.264,0.963,7.0,manhattan
06M008,P.S. 008 Luis Belliard,Elementary,458,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.8,0.86,0.84,0.83,0.97,0.89,0.5,1.0,1.0,1.0,1,January 2018,0.395,0.221,0.061,0.907,0.144,0.843,0.002,0.02,0.963,0.015,4.6,0.814,0.933,0.222,0.971,6.0,manhattan
06M018,P.S. 018 Park Terrace,K-8,357,0.75,1.0,1.0,1.0,1.0,1.0,0.5,0.87,0.93,0.81,0.94,0.95,0.96,1.0,1.0,1.0,0.5,1,January 2018,0.277,0.21,0.095,0.901,0.37,0.779,0.003,0.022,0.964,0.011,8.7,0.8,0.942,0.151,0.967,7.0,manhattan
06M028,P.S. 028 Wright Brothers,Elementary,568,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.88,0.94,0.92,0.95,0.94,0.96,0.5,0.5,0.5,0.5,1,December-18,0.4,0.312,0.151,0.948,0.326,0.877,0.009,0.139,0.805,0.04,0.5,0.912,0.924,0.275,0.962,6.0,manhattan
06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,442,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7,0.78,0.86,0.56,0.91,0.86,1.0,1.0,1.0,1.0,0.5,February 2018,0.351,0.276,0.081,0.877,0.251,0.767,0.016,0.014,0.932,0.036,.,0.68,0.941,0.178,0.973,5.0,manhattan
06M052,Harold O. Levy School,Middle,261,0.75,0.75,0.5,0.5,1.0,0.75,0.5,0.82,0.86,0.76,0.86,0.95,0.88,1.0,1.0,1.0,1.0,1,December 2016,0.467,0.253,0.107,0.924,0.215,0.858,0,0.034,0.95,0.008,4.9,1,0.919,0.276,0.916,6.0,manhattan
06M098,P.S. 098 Shorac Kappock,Elementary,357,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.69,0.71,0.74,0.62,0.92,0.77,1.0,1.0,1.0,1.0,1,February 2017,0.387,0.204,0.064,0.865,0.23,0.768,0,0.011,0.938,0.042,13.1,0.923,0.914,0.34,0.959,4.0,manhattan
06M103,Dos Puentes Elementary School,Elementary,412,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.92,0.95,0.94,0.95,0.97,0.97,0.5,0.5,0.5,0.5,0.5,December-18,0.291,0.257,0.002,0.66,0.243,0.505,0.002,0.027,0.767,0.187,6.1,0.606,0.953,0.091,0.98,7.0,manhattan
06M115,P.S. 115 Alexander Humboldt,Elementary,418,0.75,0.75,0.75,0.75,0.75,1.0,0.5,0.86,0.94,0.84,0.89,0.95,0.95,1.0,1.0,1.0,1.0,1,October 2017,0.292,0.215,0.1,0.92,0.28,0.844,0.012,0.007,0.945,0.031,5.9,0.972,0.907,0.34,0.973,6.0,manhattan
06M128,P.S. 128 Audubon,Elementary,526,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.86,0.91,0.85,0.9,0.95,0.95,0.5,1.0,1.0,0.5,1,February-19,0.249,0.234,0.112,0.864,0.342,0.734,0.01,0.034,0.933,0.015,1.6,0.788,0.919,0.277,0.955,6.0,manhattan
06M132,P.S. 132 Juan Pablo Duarte,Elementary,247,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.72,0.77,0.67,0.79,0.91,0.84,1.0,1.0,1.0,1.0,1,May 2018,0.457,0.271,0.15,0.913,0.291,0.854,0,0.02,0.964,0.016,1.9,0.931,0.932,0.251,0.96,5.0,manhattan
06M143,J.H.S. 143 Eleanor Roosevelt,Middle,247,0.75,0.75,0.5,0.75,0.5,1.0,0.75,0.85,0.91,0.74,0.97,0.89,0.94,0.0,0.0,1.0,0.0,1,November 2016,0.587,0.312,0.178,0.937,0.198,0.899,0.012,0.032,0.903,0.04,6.9,0.808,0.921,0.265,0.954,5.0,manhattan
06M152,P.S. 152 Dyckman Valley,Elementary,497,0.75,0.75,1.0,1.0,1.0,1.0,0.5,0.86,0.87,0.87,0.87,0.96,0.93,1.0,1.0,1.0,0.5,1,March 2018,0.304,0.217,0.109,0.931,0.471,0.799,0.004,0.03,0.936,0.01,14.1,0.837,0.929,0.262,0.956,7.0,manhattan
06M153,P.S. 153 Adam Clayton Powell,Elementary,492,1.0,1.0,0.75,0.75,1.0,0.75,0.75,0.84,0.83,0.77,0.85,0.97,0.89,0.5,1.0,0.5,0.5,0.5,"March 16, 2015",0.333,0.161,0.043,0.901,0.252,0.825,0.024,0.171,0.76,0.037,10.9,0.649,0.927,0.248,0.983,6.0,manhattan
